E,E_N,cov,E_N_B,P1,P2,P1P2,P1_E,P2_E,P1P2_E,P1_N,P2_N,P1P2_N,row,col,sumDMY,ADF,ADL,DMDig,NDF,NDFD,Prot,WSC
12,122,16,122111,34,62,3462,3412,6212,346212,342,622,34622,113,7,1501.174207,25.06367021,2.361568608,85.3769656,46.65158888,67.29865473,13.08978193,14.54163456
12,122,16,122111,3,46,346,312,4612,34612,32,462,3462,114,7,1372.740533,24.45139699,2.177079354,86.4914239,44.68196589,69.62494341,13.03198466,15.54806192
12,122,16,122111,66,67,6667,6612,6712,666712,662,672,66672,115,7,1564.881881,25.09628283,2.19345697,85.9082382,45.86527691,68.6215198,12.88824986,15.0138446
12,122,16,122111,52,5,525,5212,512,52512,522,52,5252,116,7,1241.551844,25.00905932,2.112282803,86.56590889,44.92802431,69.8328293,13.40640296,14.64517161
12,122,16,122111,18,68,1868,1812,6812,186812,182,682,18682,117,7,1486.020444,25.63552377,2.228769181,85.8398401,45.98638777,68.43932211,13.03051768,15.10569906
12,122,16,122111,10,28,1028,1012,2812,102812,102,282,10282,118,7,1353.274363,24.71123828,2.202388766,85.5760011,45.9172254,68.17723582,12.26466253,15.90395656
12,122,16,122111,18,47,1847,1812,4712,184712,182,472,18472,119,7,1313.126126,25.22275311,2.037391941,86.68718469,45.42518769,69.97169834,12.92178486,14.19977162
12,122,16,122111,87,57,8757,8712,5712,875712,872,572,87572,120,7,1266.951119,24.8578332,2.193321845,85.68650516,45.81040694,67.87112213,12.90920764,15.76608797
12,122,16,122112,44,1,441,4412,112,44112,442,12,4412,121,7,1029.345111,24.97790833,2.192934601,86.03157321,45.84998485,68.45500786,12.65093015,15.31963804
12,122,16,122112,96,98,9698,9612,9812,969812,962,982,96982,122,7,1027.856,24.5168159,2.278709459,85.20785334,45.12994023,67.30732543,13.74893102,15.57191232
12,122,16,122112,54,67,5467,5412,6712,546712,542,672,54672,123,7,1401.922963,24.80016513,2.258588213,86.49902745,46.61659181,67.89589295,12.50174991,15.86699087
12,122,16,122112,93,94,9394,9312,9412,939412,932,942,93942,124,7,1112.412889,25.40566553,2.201631026,85.53497555,45.84138463,67.93525996,12.66448957,14.98964676
12,122,16,122112,62,40,6240,6212,4012,624012,622,402,62402,125,7,1170.805259,24.62405342,2.143823939,86.20030338,44.77993505,68.15192936,13.03891387,15.1968417
12,122,16,122112,63,36,6336,6312,3612,633612,632,362,63362,127,7,1232.179111,25.26812555,2.118659986,85.47050439,46.31464911,69.45483025,12.46320279,14.67728553
12,122,16,122112,50,24,5024,5012,2412,502412,502,242,50242,128,7,913.7112593,23.10436175,1.966294216,86.50425613,44.71922449,69.28514792,13.33128757,16.85668435
12,122,14,122113,35,53,3553,3512,5312,355312,352,532,35532,1,8,1445.644037,-999,2.397103238,84.60907497,46.46862334,66.33991886,12.78238098,14.26525184
12,122,14,122113,20,26,2026,2012,2612,202612,202,262,20262,2,8,1439.324178,25.07963137,2.40566745,85.63883415,47.10717386,66.98811084,13.2859637,15.84492027
12,122,14,122113,54,30,5430,5412,3012,543012,542,302,54302,3,8,1403.331859,26.22432042,2.578388375,84.19628592,47.44571041,65.51105067,13.32165022,14.5126875
12,122,14,122113,28,79,2879,2812,7912,287912,282,792,28792,4,8,1441.130304,26.23849905,2.662403855,83.57403358,47.60224053,64.67811381,13.31790439,15.70448713
12,122,14,122113,75,4,754,7512,412,75412,752,42,7542,5,8,1523.123489,26.59104735,2.487938857,83.67884007,47.21853101,65.24178581,13.32619038,14.72307285
12,122,14,122113,44,32,4432,4412,3212,443212,442,322,44322,6,8,1135.996644,26.31101661,2.442795598,84.68132802,46.5791168,66.34656211,12.87234097,14.66994171
12,122,14,122113,96,99,9699,9612,9912,969912,962,992,96992,7,8,1307.710637,25.8830535,2.450295908,83.94139065,46.64939357,64.19135281,12.75418512,14.66587426
12,122,14,122113,37,26,3726,3712,2612,372612,372,262,37262,8,8,1320.629244,25.67574083,2.461697408,84.2991322,46.44117312,64.86761961,12.53050672,15.15786726
12,122,14,122114,38,14,3814,3812,1412,381412,382,142,38142,9,8,1356.802844,25.76825862,2.469857428,84.4436781,45.12975437,66.04938797,12.94429668,15.42226807
12,122,14,122114,16,29,1629,1612,2912,162912,162,292,16292,10,8,1472.897896,26.60591482,2.553339399,83.88089263,47.80491356,64.73212351,12.26166607,15.76407948
12,122,14,122114,15,68,1568,1512,6812,156812,152,682,15682,11,8,1394.943533,26.54342614,2.474582404,84.89873419,46.43972179,65.93947602,13.05020675,14.93552406
12,122,14,122114,35,29,3529,3512,2912,352912,352,292,35292,12,8,1315.08243,26.38825188,2.575769443,83.57244279,45.87408848,64.82240915,12.60882088,15.55841469
12,122,14,122114,37,70,3770,3712,7012,377012,372,702,37702,13,8,1511.992222,25.58090413,2.513235129,82.85226823,46.82264053,63.71868744,13.55688312,14.52667756
12,122,14,122114,62,85,6285,6212,8512,628512,622,852,62852,14,8,1478.762326,25.8154871,2.451662045,83.29433412,46.02151745,63.91876173,12.40379126,15.39120136
12,122,14,122114,14,36,1436,1412,3612,143612,142,362,14362,15,8,1250.902452,25.07225231,2.300615313,85.375884,45.27551337,65.44233201,13.20605656,15.07545524
12,122,14,122114,89,101,89101,8912,10112,8910112,892,1012,891012,16,8,1325.929178,25.73391468,2.369929356,85.17287092,45.90030864,63.84090227,12.50812699,15.21310869
12,122,14,122115,61,39,6139,6112,3912,613912,612,392,61392,17,8,1434.621659,26.45193578,2.37913555,84.41385357,46.71154895,65.18686762,13.21983381,13.67495987
12,122,14,122115,72,21,7221,7212,2112,722112,722,212,72212,18,8,1517.125948,25.1781372,2.412037215,85.38707803,45.90822937,67.36078438,13.55826616,13.95725179
12,122,14,122115,79,34,7934,7912,3412,793412,792,342,79342,19,8,1575.04323,26.30405703,2.558767359,83.98920513,47.42164435,66.10605961,12.23942997,13.81605217
12,122,14,122115,90,102,90102,9012,10212,9010212,902,1022,901022,20,8,1317.918489,24.81227089,2.442589411,83.86754328,47.16349171,66.75536335,13.52731033,14.43929834
12,122,14,122115,49,81,4981,4912,8112,498112,492,812,49812,21,8,1179.75763,24.18842674,2.175947001,85.81521048,44.42298358,66.850348,12.78609356,14.14932342
12,122,14,122115,13,33,1333,1312,3312,133312,132,332,13332,22,8,1179.811378,25.13148212,2.324794687,85.04252368,45.82919302,66.1184736,12.95722291,13.76185531
12,122,14,122115,64,48,6448,6412,4812,644812,642,482,64482,23,8,1198.574393,25.71845939,2.273072178,85.48676506,45.95766148,66.37881275,12.66380234,14.68699275
12,122,14,122115,22,75,2275,2212,7512,227512,222,752,22752,24,8,1379.81517,26.22142398,2.46568129,83.23923294,46.4630049,64.65479901,12.16279873,13.91461959
12,122,14,122116,50,47,5047,5012,4712,504712,502,472,50472,25,8,1271.077333,25.74659093,2.356899536,84.83911583,45.55846292,66.61318772,12.790136,14.70826192
12,122,14,122116,50,18,5018,5012,1812,501812,502,182,50182,26,8,1222.013778,24.67253444,2.308542069,85.33886331,44.1934777,68.13534706,12.87996029,15.49424965
12,122,14,122116,65,7,657,6512,712,65712,652,72,6572,27,8,1305.288119,25.53945957,2.250573199,85.20504057,46.54728099,66.48318357,12.00831869,14.83633128
12,122,14,122116,77,80,7780,7712,8012,778012,772,802,77802,28,8,1235.183348,25.32478131,2.360024916,84.33412094,45.52526839,66.53853375,12.48741097,15.54325695
12,122,14,122116,17,88,1788,1712,8812,178812,172,882,17882,29,8,1294.794444,25.20784702,2.238857605,85.25431983,45.02831725,68.25403325,12.63958667,14.78807687
12,122,14,122116,21,81,2181,2112,8112,218112,212,812,21812,30,8,1375.637578,24.51672701,2.108925751,87.00331026,44.55938445,68.25297823,13.52095055,15.67565539
12,122,14,122116,89,90,8990,8912,9012,899012,892,902,89902,31,8,1370.557881,25.2124735,2.182869119,85.510877,45.16206964,66.93187398,12.76823973,16.76723502
12,122,14,122116,88,42,8842,8812,4212,884212,882,422,88422,32,8,1280.611252,25.0842206,2.057201825,86.50125715,44.79903234,69.31044322,13.78197401,14.84915405
12,122,14,122117,65,51,6551,6512,5112,655112,652,512,65512,33,8,1418.501667,25.46119098,2.145782602,85.70968331,46.30926083,67.25479386,13.43618828,14.52366369
12,122,14,122117,31,61,3161,3112,6112,316112,312,612,31612,34,8,1493.818148,25.50707824,2.138496824,86.40807238,45.21949048,68.41121226,13.70802244,14.6562449
12,122,14,122117,8,9,89,812,912,8912,82,92,892,35,8,1442.44983,26.01445064,2.284463888,85.50137476,46.66829916,66.56675561,13.32389075,14.67271455
12,122,14,122117,16,20,1620,1612,2012,162012,162,202,16202,36,8,1481.862133,26.1083254,2.105434393,85.91323936,45.89619806,67.78430265,13.90184747,14.39264371
12,122,14,122117,2,23,223,212,2312,22312,22,232,2232,37,8,1277.577245,26.17412495,2.279936031,85.47117789,46.4469964,66.34200649,13.23759581,14.63257472
12,122,14,122117,30,51,3051,3012,5112,305112,302,512,30512,38,8,1310.90363,25.97620702,2.245591099,84.62815918,45.96395558,65.71747241,13.07778896,15.60729574
12,122,14,122117,23,60,2360,2312,6012,236012,232,602,23602,39,8,1493.233304,26.30591982,2.396006806,84.63349244,47.0857027,65.88623904,13.74074422,14.70058129
12,122,14,122117,71,44,7144,7112,4412,714412,712,442,71442,40,8,1440.465933,26.16632017,2.131490604,86.10366667,45.77956684,67.96456473,13.39199469,14.32949112
12,122,14,122118,38,9,389,3812,912,38912,382,92,3892,41,8,1327.776489,25.22755915,2.101242572,86.36462435,45.00194088,67.8450422,12.96541108,15.85188981
12,122,14,122118,25,67,2567,2512,6712,256712,252,672,25672,42,8,1229.829318,25.70310906,2.282278582,84.6623131,45.524785,66.3618968,13.09057453,15.16119901
12,122,14,122118,54,19,5419,5412,1912,541912,542,192,54192,43,8,1493.462,26.34831856,2.269944548,84.61290059,47.42555969,65.46154383,13.08841631,14.00278097
12,122,14,122118,89,104,89104,8912,10412,8910412,892,1042,891042,44,8,1446.602207,25.48662566,2.217952285,86.16862752,45.69346986,66.73833922,13.33985017,15.44390747
12,122,14,122118,76,82,7682,7612,8212,768212,762,822,76822,45,8,1329.578593,25.40638167,2.20411517,85.36740352,47.00341216,65.81437067,13.30037657,14.29770608
12,122,14,122118,24,3,243,2412,312,24312,242,32,2432,46,8,1402.449674,24.7781331,2.120528326,86.30210672,46.1834028,67.37111753,13.75721485,14.96674148
12,122,14,122118,87,73,8773,8712,7312,877312,872,732,87732,47,8,1352.768318,24.78988862,2.210895872,86.95147123,47.24581473,67.34768313,13.62010304,13.23623135
12,122,14,122118,20,37,2037,2012,3712,203712,202,372,20372,48,8,1427.91437,-999,2.075679077,86.82798119,44.79465552,69.05791121,14.39686793,15.35649762
12,122,15,122119,44,64,4464,4412,6412,446412,442,642,44642,49,8,1479.735496,24.85982834,2.145005353,85.87683535,44.87669962,69.03749157,13.37951913,16.20293887
12,122,15,122119,18,24,1824,1812,2412,182412,182,242,18242,50,8,1500.432519,23.88071103,2.134720162,86.26424296,44.05082977,67.99838046,13.16444758,16.09419549
12,122,15,122119,61,30,6130,6112,3012,613012,612,302,61302,51,8,1567.112237,24.61271464,2.146019681,85.60975537,44.42124813,66.92237178,13.3781969,15.48419497
12,122,15,122119,78,9,789,7812,912,78912,782,92,7892,52,8,1503.508963,23.28920711,2.052752211,87.60670511,43.1224519,70.09375763,13.35282487,16.48088323
12,122,15,122119,51,20,5120,5112,2012,512012,512,202,51202,53,8,1530.805481,24.22618358,2.201760886,85.65958543,44.02235278,67.21040247,13.68209787,15.1522787
12,122,15,122119,55,45,5545,5512,4512,554512,552,452,55452,54,8,1406.186422,25.12154636,2.17335007,85.62133724,44.20887605,69.66349905,13.43854946,14.15422989
12,122,15,122119,63,59,6359,6312,5912,635912,632,592,63592,55,8,1558.938393,24.83181934,2.049475998,86.30178532,44.73766987,67.55131877,13.03880449,15.11431291
12,122,15,122119,32,8,328,3212,812,32812,322,82,3282,56,8,1506.929067,24.38960307,2.093554307,86.65151283,44.36974409,69.82361389,13.34557438,14.92560099
12,122,15,122120,90,93,9093,9012,9312,909312,902,932,90932,57,8,1543.077259,23.80999132,2.14116624,86.74812623,44.10344674,68.52943694,13.16733329,15.28241727
12,122,15,122120,60,57,6057,6012,5712,605712,602,572,60572,58,8,1473.904267,24.94042985,2.344440454,84.47344819,44.69018747,65.38804324,13.49773546,13.80572626
12,122,15,122120,14,52,1452,1412,5212,145212,142,522,14522,59,8,1386.085059,24.05684875,2.057978075,87.03790557,43.99261132,66.92778185,13.39429821,14.7854219
12,122,15,122120,53,11,5311,5312,1112,531112,532,112,53112,60,8,1529.763311,24.56017457,2.15314365,86.50094664,43.77040746,69.00946757,13.69958331,14.59681457
12,122,15,122120,8,38,838,812,3812,83812,82,382,8382,61,8,1511.562059,24.95183366,2.208626993,85.54348588,44.82278217,66.76331072,13.27182807,14.25724351
12,122,15,122120,47,68,4768,4712,6812,476812,472,682,47682,62,8,1566.189556,24.73454421,2.090466599,86.38449472,44.10497395,68.32651057,13.69123384,14.42582375
12,122,15,122120,58,77,5877,5812,7712,587712,582,772,58772,63,8,1461.649333,24.66264421,2.228263763,85.65828855,44.32771641,67.41242745,14.14855002,14.14221563
12,122,15,122120,28,62,2862,2812,6212,286212,282,622,28622,64,8,1322.08683,23.41955614,2.037783035,87.42407843,42.51652501,69.54699946,13.82442135,15.58677601
12,122,15,122121,12,22,1222,1212,2212,122212,122,222,12222,65,8,1385.476378,24.00126678,2.053574416,86.2445348,43.75285588,68.3734109,13.72476806,14.47692327
12,122,15,122121,58,11,5811,5812,1112,581112,582,112,58112,66,8,1522.745578,24.92380336,2.197130651,86.38372329,44.08530824,67.51567802,13.57741493,14.13684244
12,122,15,122121,12,84,1284,1212,8412,128412,122,842,12842,67,8,1270.230556,24.02170136,2.163626879,87.58414314,42.86535526,69.18172843,13.47668594,14.79792063
12,122,15,122121,49,10,4910,4912,1012,491012,492,102,49102,68,8,1324.164593,23.58018064,2.081559465,87.30902356,41.9486999,68.14753493,13.24448766,15.68705392
12,122,15,122121,42,26,4226,4212,2612,422612,422,262,42262,69,8,1140.991755,24.73645339,2.329574843,86.15397986,43.44761512,66.2767637,13.42546914,14.78937862
12,122,15,122121,8,9,89,812,912,8912,82,92,892,70,8,1512.595096,24.69391614,2.282759582,86.82734466,44.85938447,66.19138982,13.14289618,14.58414026
12,122,15,122121,70,77,7077,7012,7712,707712,702,772,70772,71,8,1481.952333,25.22111519,2.379995837,85.63962762,45.73445504,66.58070207,13.03912573,14.02853208
12,122,15,122121,42,43,4243,4212,4312,424312,422,432,42432,72,8,1433.699793,24.50689776,2.262463879,86.84311118,44.09282705,67.34289427,13.8466669,14.64603488
12,122,15,122122,104,102,104102,10412,10212,10410212,1042,1022,1041022,73,8,1546.638089,24.89067248,2.290976652,86.55335141,45.86146115,67.49574448,13.63665947,14.65882166
12,122,15,122122,18,47,1847,1812,4712,184712,182,472,18472,74,8,1404.550541,25.81921373,2.302501367,85.85187542,44.9340435,67.26932205,13.30851101,13.44466865
12,122,15,122122,5,59,559,512,5912,55912,52,592,5592,75,8,1580.02803,25.98050787,2.3385764,85.25067838,46.60779543,66.56347851,13.09295258,13.71988116
12,122,15,122122,14,63,1463,1412,6312,146312,142,632,14632,76,8,1544.34463,25.86998668,2.15430706,86.19477978,45.49255873,68.26224709,13.26761158,14.0988993
12,122,15,122122,88,35,8835,8812,3512,883512,882,352,88352,77,8,1559.123407,-999,2.29893033,85.19721941,45.42525886,66.07103257,13.78684962,14.6543982
12,122,15,122122,58,77,5877,5812,7712,587712,582,772,58772,78,8,1598.678407,25.12768431,2.157345853,86.22507533,45.17862128,68.03036101,13.57806491,14.73586714
12,122,15,122122,77,82,7782,7712,8212,778212,772,822,77822,79,8,1575.070074,26.05164468,2.361085965,83.86035589,47.60095339,66.00175227,13.16484874,12.74457895
12,122,15,122122,104,101,104101,10412,10112,10410112,1042,1012,1041012,80,8,1491.478237,25.58322986,2.245711949,85.31822737,45.49018317,66.88343156,13.9406529,14.90257436
12,122,15,122123,4,54,454,412,5412,45412,42,542,4542,81,8,1629.469259,24.89216583,2.259267961,85.70991946,47.21764999,67.51563829,13.5135711,14.25944738
12,122,15,122123,100,102,100102,10012,10212,10010212,1002,1022,1001022,82,8,1504.208311,24.60667014,2.161181004,86.01029975,45.63614383,69.78659255,13.69442804,14.23812021
12,122,15,122123,30,7,307,3012,712,30712,302,72,3072,83,8,1504.126896,25.63559111,2.145618851,85.01657087,46.81757593,67.23550695,13.07319912,14.11673108
12,122,15,122123,89,100,89100,8912,10012,8910012,892,1002,891002,84,8,1451.239822,24.74201335,2.100668404,86.50307693,45.04428857,68.0830785,14.27576434,15.22419546
12,122,15,122123,2,87,287,212,8712,28712,22,872,2872,85,8,1471.355267,26.02761006,2.246789545,85.34724331,46.74581457,66.68665548,13.61257415,14.95897984
12,122,15,122123,34,41,3441,3412,4112,344112,342,412,34412,86,8,1644.434111,25.5244951,2.195345698,85.09175855,46.73902641,68.58914036,13.63336101,14.140287
12,122,15,122123,64,43,6443,6412,4312,644312,642,432,64432,87,8,1533.715333,25.79305481,2.228730814,84.85977797,47.75203621,68.29027087,12.48309229,13.87599756
12,122,15,122123,32,64,3264,3212,6412,326412,322,642,32642,88,8,1600.684948,25.65341144,2.116805117,85.68151722,45.75666049,69.21829341,13.72635619,14.14818533
12,122,15,122124,68,87,6887,6812,8712,688712,682,872,68872,89,8,1597.024311,26.55402452,2.236680941,84.79764048,47.74230808,67.67446966,13.79757941,13.50143634
12,122,15,122124,62,86,6286,6212,8612,628612,622,862,62862,90,8,1710.343185,25.57003255,2.162683307,84.85747193,47.26491751,68.5130837,13.50609724,14.86868873
12,122,15,122124,21,45,2145,2112,4512,214512,212,452,21452,91,8,1654.274356,26.15687534,2.209668296,85.14171025,47.84907045,68.71526506,14.09804179,13.61023466
12,122,15,122124,51,6,516,5112,612,51612,512,62,5162,92,8,1525.495793,25.20944546,2.102059497,85.39248558,46.97687516,68.13114496,12.89978057,15.6901322
12,122,15,122124,52,36,5236,5212,3612,523612,522,362,52362,93,8,1449.430593,25.33785414,2.087604961,84.85216488,46.58002652,69.39915816,13.87869639,14.66609271
12,122,15,122124,89,92,8992,8912,9212,899212,892,922,89922,94,8,1882.024696,25.9811064,2.497523174,83.36879733,48.1130504,67.22031303,13.82345505,13.65135875
12,122,15,122124,7,51,751,712,5112,75112,72,512,7512,95,8,1574.829259,25.70836995,2.178579633,84.15328652,46.63518994,68.33321877,14.23519089,14.17604979
12,122,15,122124,9,74,974,912,7412,97412,92,742,9742,96,8,1647.861348,25.07278008,2.046151554,84.97330365,45.95500993,69.90584901,13.76085463,15.39571214
12,122,16,122125,82,21,8221,8212,2112,822112,822,212,82212,97,8,1510.728681,25.67175948,2.156266746,85.90365999,46.5172868,68.61661961,13.36497813,14.60666916
12,122,16,122125,41,85,4185,4112,8512,418512,412,852,41852,98,8,1407.259556,24.07794281,2.194267168,86.16974987,44.46835543,69.52634301,12.91232045,16.37896763
12,122,16,122125,62,85,6285,6212,8512,628512,622,852,62852,99,8,1523.310889,25.05230864,2.412077988,85.68238724,47.34234373,66.63125004,12.45502476,14.59296123
12,122,16,122125,7,51,751,712,5112,75112,72,512,7512,100,8,1392.589689,24.54230854,2.196725603,86.00228734,45.17361808,68.38752414,12.95747283,15.82863085
12,122,16,122125,78,27,7827,7812,2712,782712,782,272,78272,101,8,1223.761852,24.91542808,2.112082265,86.00060822,46.03996136,68.62631135,12.25386438,15.56569927
12,122,16,122125,50,18,5018,5012,1812,501812,502,182,50182,102,8,1349.665904,24.2401751,2.144466544,85.55118976,44.74689828,68.6168843,13.37975948,14.6342604
12,122,16,122125,8,14,814,812,1412,81412,82,142,8142,103,8,1413.468074,25.05914728,2.108392397,85.6976431,45.57333354,68.64363125,13.83756467,14.31214116
12,122,16,122125,70,11,7011,7012,1112,701112,702,112,70112,104,8,1431.50703,24.8406831,2.225227769,85.77544559,45.14204972,69.06394449,14.14743517,14.58738034
12,122,16,122126,88,29,8829,8812,2912,882912,882,292,88292,105,8,1426.236837,25.17614802,2.188179103,85.72334214,46.18840179,68.93278495,13.9706664,14.78511204
12,122,16,122126,50,82,5082,5012,8212,508212,502,822,50822,106,8,1164.358,24.72334818,2.228085616,85.94466596,44.64603849,68.21364245,12.97339919,15.83497474
12,122,16,122126,31,61,3161,3112,6112,316112,312,612,31612,107,8,1421.674578,25.23373031,2.230571606,86.01211177,44.85810059,68.61419966,13.40409533,14.94809004
12,122,16,122126,48,73,4873,4812,7312,487312,482,732,48732,108,8,1227.466341,24.55818896,2.084873562,86.3946092,44.65256925,69.74777554,13.82681276,15.0991399
12,122,16,122126,25,19,2519,2512,1912,251912,252,192,25192,109,8,1352.510311,24.54411715,2.195117889,85.06275395,46.35262327,69.37954183,13.22043459,15.28704212
12,122,16,122126,84,5,845,8412,512,84512,842,52,8452,110,8,1408.557407,26.2001683,2.407471584,84.50247069,48.0681095,66.98480949,12.92359771,13.92457205
12,122,16,122126,30,67,3067,3012,6712,306712,302,672,30672,111,8,1279.324259,24.54955384,2.16283602,85.67922401,45.3890159,68.02474197,13.35218976,15.49801078
12,122,16,122126,68,3,683,6812,312,68312,682,32,6832,112,8,1462.270889,24.74497429,2.197094823,85.97782447,46.32702891,68.89451955,12.99489314,15.11049452
12,122,16,122127,12,4,124,1212,412,12412,122,42,1242,113,8,1368.775,25.35523547,2.425803946,84.65325484,46.63199028,67.43939836,13.37089641,14.0748733
12,122,16,122127,16,20,1620,1612,2012,162012,162,202,16202,114,8,1372.1214,23.82831919,2.093081795,87.21516696,43.9203866,69.9727547,13.18270255,16.65686877
12,122,16,122127,1,48,148,112,4812,14812,12,482,1482,115,8,1125.137452,24.6265672,2.27023315,85.78661342,45.00259932,68.15100017,13.00990195,15.99341114
12,122,16,122127,70,76,7076,7012,7612,707612,702,762,70762,116,8,1310.017422,24.26736227,2.035117824,87.07284324,44.39945185,70.72274599,13.11744286,16.20162922
12,122,16,122127,81,69,8169,8112,6912,816912,812,692,81692,117,8,1078.795704,23.60810289,2.028786302,87.28379973,43.65827391,70.96774826,13.17236144,16.62571501
12,122,16,122127,22,61,2261,2212,6112,226112,222,612,22612,118,8,1515.936459,25.00518251,2.246973382,84.93170024,46.15385898,68.77096076,12.51885415,15.08852942
12,122,16,122127,79,34,7934,7912,3412,793412,792,342,79342,119,8,1345.475,25.07551971,2.124491122,85.55488918,46.64530048,69.4059572,11.49451865,15.13493365
12,122,16,122127,53,58,5358,5312,5812,535812,532,582,53582,120,8,1341.849807,24.67370182,2.192127404,86.05964446,45.75071555,69.57514442,13.51388284,15.63885845
12,122,16,122128,42,29,4229,4212,2912,422912,422,292,42292,121,8,1113.596889,25.13764808,2.157837886,86.09735177,45.33991551,69.02658307,13.35359785,14.87325799
12,122,16,122128,56,44,5644,5612,4412,564412,562,442,56442,122,8,1204.43,25.00586051,2.159274479,85.49060532,45.55930188,68.80208489,14.15797487,14.88238127
12,122,16,122128,63,36,6336,6312,3612,633612,632,362,63362,123,8,1363.644667,25.80012641,2.208975833,85.21377449,46.64576377,68.03463653,12.48696109,14.15671939
12,122,16,122128,51,35,5135,5112,3512,513512,512,352,51352,124,8,1205.877333,24.24264364,2.198639578,85.7454885,45.68472851,67.61182421,13.21257697,15.74790506
12,122,16,122128,62,40,6240,6212,4012,624012,622,402,62402,125,8,1130.340148,24.96027497,2.185255909,85.69098135,45.34526566,68.98205307,13.43112985,14.95836941
12,122,16,122128,34,86,3486,3412,8612,348612,342,862,34862,126,8,1200.033778,25.67743506,2.294343915,83.99415329,47.20292488,67.85296133,12.73821432,14.94794586
12,122,16,122128,38,14,3814,3812,1412,381412,382,142,38142,127,8,1113.388074,23.83635054,1.904152376,86.55375535,44.95671428,72.00406205,13.61598646,16.08672946
12,122,16,122128,6,42,642,612,4212,64212,62,422,6422,128,8,994.4419259,24.4531694,2.18274902,85.50350249,45.27239807,68.72195496,13.71127793,15.63228714
21,211,17,2111,75,4,754,7521,421,75421,751,41,7541,1,1,963.82496,21.02927869,1.782090672,88.7347519,40.73585943,71.60230325,14.28096885,17.80051458
21,211,17,2111,9,27,927,921,2721,92721,91,271,9271,2,1,914.02328,20.91284202,1.785164892,89.53893481,39.59831602,73.10964804,14.82584441,17.52072272
21,211,17,2111,100,103,100103,10021,10321,10010321,1001,1031,1001031,3,1,963.56312,20.77304918,1.63006536,90.25239778,40.02415984,73.53856358,14.23110538,17.26098231
21,211,17,2111,55,56,5556,5521,5621,555621,551,561,55561,4,1,987.67656,20.83231165,1.734479004,89.39628602,40.34162641,73.47366023,14.80266419,17.02366136
21,211,17,2111,63,66,6366,6321,6621,636621,631,661,63661,5,1,950.36384,21.10602573,1.691869735,89.05069063,40.50855614,72.43122144,13.89032814,17.84471175
21,211,17,2111,46,60,4660,4621,6021,466021,461,601,46601,6,1,844.19184,20.284411,1.768461315,89.63277958,39.95068018,72.82659647,14.86858138,17.64758011
21,211,17,2111,88,16,8816,8821,1621,881621,881,161,88161,7,1,1078.67712,20.02288819,1.573442574,90.11390368,39.19582331,72.84265301,13.95453843,18.33411581
21,211,17,2111,17,88,1788,1721,8821,178821,171,881,17881,8,1,1033.0464,19.94088349,1.537488098,90.70471618,38.76932623,74.60234304,14.24285777,17.65002418
21,211,19,2112,20,37,2037,2021,3721,203721,201,371,20371,9,1,843.33824,22.28627181,2.239403234,90.77902406,41.34651493,66.10341952,22.01857565,13.47276828
21,211,19,2112,34,86,3486,3421,8621,348621,341,861,34861,10,1,1013.88544,22.76061516,2.071818477,89.41551386,41.68480411,67.59967209,21.86975036,13.56096002
21,211,19,2112,64,8,648,6421,821,64821,641,81,6481,11,1,1007.028,22.84593362,1.960937329,91.65907363,40.58731123,64.5418082,21.20014463,11.41106594
21,211,19,2112,43,78,4378,4321,7821,437821,431,781,43781,12,1,964.43184,23.04278167,1.984532264,89.58126501,39.88029687,65.94142044,20.97490128,13.20147978
21,211,19,2112,70,11,7011,7021,1121,701121,701,111,70111,13,1,962.96848,23.38752008,1.987018546,91.06092418,41.62339815,63.68426044,21.36569211,11.70817075
21,211,19,2112,73,56,7356,7321,5621,735621,731,561,73561,14,1,1019.84384,22.37619965,1.556299192,92.04736463,39.06012202,65.18834276,21.42445927,16.26753189
21,211,19,2112,93,94,9394,9321,9421,939421,931,941,93941,15,1,1059.11184,23.18655021,1.79758622,91.04478849,40.56388692,64.67479551,21.7351392,14.17655277
21,211,19,2112,20,26,2026,2021,2621,202621,201,261,20261,16,1,926.07232,22.89571799,1.91913884,88.86668725,39.38886096,67.57506025,21.74610568,14.63465766
21,211,19,2113,55,45,5545,5521,4521,554521,551,451,55451,17,1,986.24256,24.0199096,2.089618577,90.56788496,41.68063352,64.25808733,21.83941117,8.582241508
21,211,19,2113,21,81,2181,2121,8121,218121,211,811,21811,18,1,970.66976,22.60249469,1.755160266,91.44971364,39.38912536,65.77711557,21.31793054,16.47062017
21,211,19,2113,35,37,3537,3521,3721,353721,351,371,35371,19,1,894.97936,23.26985058,2.050591894,89.30755391,40.78878138,62.19883574,21.90054535,15.87360049
21,211,19,2113,18,47,1847,1821,4721,184721,181,471,18471,20,1,1025.2648,23.53828324,2.191947133,89.24620721,41.11382574,66.19858784,21.00270613,12.63152598
21,211,19,2113,17,6,176,1721,621,17621,171,61,1761,21,1,1055.70592,24.17939305,2.093787775,90.40683375,41.35011226,65.16150694,22.11131684,13.89482622
21,211,19,2113,91,103,91103,9121,10321,9110321,911,1031,911031,22,1,990.9064,23.78751935,1.89376567,89.7218753,39.80143532,64.48120699,22.32271436,9.168849585
21,211,19,2113,90,92,9092,9021,9221,909221,901,921,90921,23,1,1223.48072,-999,2.427784047,85.34267456,44.01459858,64.93471172,20.8852347,14.89193545
