E,E_N,cov,E_N_B,P1,P2,P1P2,P1_E,P2_E,P1P2_E,P1_N,P2_N,P1P2_N,row,col,sumDMY,ADF,ADL,DMDig,NDF,NDFD,Prot,WSC
11,111,5,11149,28,79,2879,2811,7911,287911,281,791,28791,17,7,1753.88304,24.29059724,2.128181773,85.50128109,45.43798288,68.97379983,14.49296424,14.04011299
11,111,5,11149,72,80,7280,7211,8011,728011,721,801,72801,18,7,1715.13688,24.28879306,1.949663655,87.12586971,43.39571269,72.03822881,14.31907065,16.01764115
11,111,5,11149,77,82,7782,7711,8211,778211,771,821,77821,19,7,1688.80464,23.98498827,2.004052016,86.55243544,44.55946081,71.90020355,14.91054318,13.80213273
11,111,5,11149,25,30,2530,2511,3011,253011,251,301,25301,20,7,1507.57176,24.38901874,2.070985195,85.93762856,44.90657603,71.20216342,14.76747899,14.74884589
11,111,5,11149,36,66,3666,3611,6611,366611,361,661,36661,21,7,1557.75824,24.27045707,2.024607212,87.05510619,43.87960574,71.76072708,15.76434901,16.10646235
11,111,5,11149,84,39,8439,8411,3911,843911,841,391,84391,22,7,1483.18528,24.39341166,2.088878936,87.41559815,44.06902969,71.16246364,15.20705449,15.14569196
11,111,5,11149,8,9,89,811,911,8911,81,91,891,23,7,1628.8652,24.6285528,2.006401574,86.37570758,44.58803971,70.40634915,14.87998121,16.33034856
11,111,5,11149,86,40,8640,8611,4011,864011,861,401,86401,24,7,1615.85824,25.16836283,1.995925035,85.43101902,44.30597945,69.1558037,14.92351283,16.83466491
11,111,5,11150,99,102,99102,9911,10211,9910211,991,1021,991021,25,7,1525.82216,24.68199926,2.056336259,86.97268131,44.12725813,70.1248412,15.3416888,13.8643965
11,111,5,11150,82,49,8249,8211,4911,824911,821,491,82491,26,7,1504.9976,24.07341868,1.959721133,87.83827291,43.98080786,72.94857879,14.52741939,14.63843017
11,111,5,11150,45,69,4569,4511,6911,456911,451,691,45691,27,7,1237.64304,24.37751077,1.996718848,87.12977908,44.06868065,71.80903112,14.86249245,15.87524151
11,111,5,11150,24,3,243,2411,311,24311,241,31,2431,28,7,1483.82928,24.49292788,1.907889732,87.86770251,44.04394783,73.56262619,14.79920405,15.4383702
11,111,5,11150,73,76,7376,7311,7611,737611,731,761,73761,29,7,1497.82592,23.3091609,1.930760635,87.50818808,42.22276245,72.34244719,14.6750811,19.44260406
11,111,6,11150,29,70,2970,2911,7011,297011,291,701,29701,30,7,1585.95752,-999,2.199524102,85.6975036,45.08503936,69.31210337,14.23746131,15.52579979
11,111,6,11150,90,92,9092,9011,9211,909211,901,921,90921,31,7,1535.84464,26.05818381,2.216922675,83.3005283,48.12843102,69.17330142,14.17167782,12.90071673
11,111,6,11150,91,92,9192,9111,9211,919211,911,921,91921,32,7,1765.08504,27.55996561,2.53258424,81.40449458,49.84593641,63.86033798,14.60284039,11.21242115
11,111,2,11151,10,79,1079,1011,7911,107911,101,791,10791,33,7,1548.61624,24.1398858,2.015684331,86.72587225,44.02908826,70.99323551,16.62004205,11.16857052
11,111,2,11151,82,55,8255,8211,5511,825511,821,551,82551,34,7,1568.49128,24.85896584,2.08959247,86.6515523,44.9898818,71.26392303,16.87558429,10.0080619
11,111,2,11151,79,86,7986,7911,8611,798611,791,861,79861,35,7,1583.28112,24.80671187,2.041694235,86.16994018,45.31692531,70.14658214,16.17702463,10.35683061
11,111,2,11151,56,33,5633,5611,3311,563311,561,331,56331,36,7,1417.90696,24.62298463,2.085629411,86.42041691,45.39863757,70.66372585,17.31527567,11.17134272
11,111,2,11151,30,7,307,3011,711,30711,301,71,3071,37,7,1607.31072,24.42226283,2.00088477,86.94022417,44.59675111,70.62463832,16.78368776,10.03830804
11,111,2,11151,15,3,153,1511,311,15311,151,31,1531,38,7,1601.73704,23.97456945,2.020083264,86.76506112,44.61488904,70.12683656,16.75285613,11.00243157
11,111,2,11151,88,29,8829,8811,2911,882911,881,291,88291,39,7,1404.4848,24.47764894,2.018696439,87.00776796,44.66003454,71.5942429,16.59889866,11.76445216
11,111,2,11151,45,10,4510,4511,1011,451011,451,101,45101,40,7,1374.43344,24.70756253,2.095991361,86.35409432,45.25564674,70.64469301,16.42326663,11.36581018
11,111,9,11152,50,81,5081,5011,8111,508111,501,811,50811,41,7,1452.04968,23.54973931,1.921212848,87.05982621,43.27645214,72.25773605,16.41625366,13.07030004
11,111,9,11152,104,101,104101,10411,10111,10410111,1041,1011,1041011,42,7,1621.63536,24.72213611,2.03233758,86.89889712,44.29389236,70.72862494,16.11935791,12.35750758
11,111,9,11152,80,81,8081,8011,8111,808111,801,811,80811,43,7,1465.09576,23.01441458,1.890212616,86.92894289,42.95044472,72.16843106,16.68444366,13.56444737
11,111,10,11152,89,100,89100,8911,10011,8910011,891,1001,891001,44,7,1489.32928,22.53260414,1.860638424,87.64166569,43.24296565,72.20100339,16.07598205,13.2552994
11,111,10,11152,81,10,8110,8111,1011,811011,811,101,81101,45,7,1612.85712,22.19618871,1.854144875,87.86985211,43.64942909,73.04298757,15.26549307,14.18567486
11,111,10,11152,56,83,5683,5611,8311,568311,561,831,56831,46,7,1516.65504,22.88505462,1.940779344,87.35355715,44.34506653,72.0913826,15.08471622,13.21522621
11,111,10,11152,70,72,7072,7011,7211,707211,701,721,70721,47,7,1677.56584,23.32312768,1.938785877,87.38057491,44.45376837,72.11627544,14.98783414,11.85257509
11,111,10,11152,51,6,516,5111,611,51611,511,61,5161,48,7,1640.728,23.34403692,1.986326388,87.30179112,44.3544348,72.05019353,14.92679738,12.40284349
11,111,10,11153,87,57,8757,8711,5711,875711,871,571,87571,49,7,1490.40776,24.25874392,1.980408122,86.77018314,44.26961746,71.24176689,15.70071225,12.75534554
11,111,10,11153,47,2,472,4711,211,47211,471,21,4721,50,7,1655.744,25.68484812,2.153817556,85.44005667,45.60577783,68.74785079,16.02183448,12.55543295
11,111,10,11153,79,86,7986,7911,8611,798611,791,861,79861,51,7,1652.09432,25.43965922,2.143942381,85.20519106,45.7093831,69.21485802,15.6824812,12.80569852
11,111,10,11153,64,43,6443,6411,4311,644311,641,431,64431,52,7,1666.00288,25.61626963,2.069953052,84.96472369,45.55059294,69.07772869,14.42992673,12.71382002
11,111,10,11153,18,68,1868,1811,6811,186811,181,681,18681,53,7,1642.64944,25.18899319,2.053501924,85.33684635,45.45081703,69.60252406,14.73845536,12.98688009
11,111,10,11153,61,54,6154,6111,5411,615411,611,541,61541,54,7,1824.46368,25.93712397,2.255311857,83.53203886,46.3549664,66.77867218,14.22645688,12.37824015
11,111,10,11153,82,49,8249,8211,4911,824911,821,491,82491,55,7,1606.05224,24.45116193,1.919949347,87.30190271,44.38524462,72.70057116,14.68955267,11.88089124
11,111,10,11153,38,74,3874,3811,7411,387411,381,741,38741,56,7,1751.958,23.29263471,1.728996072,88.50924482,43.09075435,74.34151225,15.72772625,11.97343409
11,111,10,11154,68,23,6823,6811,2311,682311,681,231,68231,57,7,1838.5876,26.54725068,2.192081524,83.39507572,47.3790043,67.26198448,14.60525602,11.56229202
11,111,10,11154,90,91,9091,9011,9111,909111,901,911,90911,58,7,1786.6664,23.99527726,1.935276792,86.26589733,44.30503919,72.24856501,14.22169607,12.50764347
11,111,10,11154,62,86,6286,6211,8611,628611,621,861,62861,59,7,1784.68848,25.38371065,2.119523979,85.50541464,46.35751869,70.29067848,14.59944432,12.31889436
11,111,10,11154,50,24,5024,5011,2411,502411,501,241,50241,60,7,1522.6072,24.331685,2.03811885,86.55804105,44.76547035,71.5983886,15.01548962,12.94580191
11,111,10,11154,6,20,620,611,2011,62011,61,201,6201,61,7,1601.48664,25.51233886,2.121802568,85.2416388,46.18563194,69.17510966,15.0184822,12.29490966
11,111,10,11154,60,56,6056,6011,5611,605611,601,561,60561,62,7,1661.93952,25.1220007,2.041470913,86.11186844,45.77121049,71.14627994,15.17035901,12.1606794
11,111,10,11154,75,54,7554,7511,5411,755411,751,541,75541,63,7,1620.5808,24.99393803,2.121846969,85.17960471,45.40803117,68.8355158,14.43751448,13.490135
11,111,10,11154,92,93,9293,9211,9311,929311,921,931,92931,64,7,1874.12968,27.66842945,2.611647363,83.02178131,48.32230296,64.8232628,14.74366835,12.1761344
11,111,3,11155,2,50,250,211,5011,25011,21,501,2501,65,7,1416.51664,24.59641718,2.123460287,85.79511852,45.17690441,70.19487417,15.95208138,12.44388087
11,111,3,11155,50,18,5018,5011,1811,501811,501,181,50181,66,7,1455.84088,24.25212461,2.065582577,86.66871854,44.3539485,71.99808514,15.80254944,12.54838899
11,111,3,11155,62,85,6285,6211,8511,628511,621,851,62851,67,7,1511.29496,24.75140089,2.125138123,85.56422827,45.20462613,69.60092475,15.94931177,12.34327373
11,111,3,11155,21,83,2183,2111,8311,218311,211,831,21831,68,7,1584.43776,24.27454157,2.030515367,86.69593345,44.96992993,71.40735164,16.15555095,11.41468011
11,111,3,11155,97,101,97101,9711,10111,9710111,971,1011,971011,69,7,1638.52584,24.415765,1.995412535,87.60929338,45.1826485,72.38156622,16.20454569,10.78045905
11,111,3,11155,18,15,1815,1811,1511,181511,181,151,18151,70,7,1489.128,23.98183044,2.000282462,87.20554455,44.49565045,71.70874791,15.98916415,12.01011618
11,111,3,11155,93,94,9394,9311,9411,939411,931,941,93941,71,7,1359.97312,24.14189044,2.10618322,86.59470733,44.12972984,70.3852976,16.77062056,12.29156953
11,111,3,11155,9,74,974,911,7411,97411,91,741,9741,72,7,1511.60712,23.61667843,1.996085889,86.91240013,44.0856727,70.98197671,15.97544557,14.43520461
11,111,7,11156,69,28,6928,6911,2811,692811,691,281,69281,73,7,1475.70512,24.58001261,2.151217241,85.53537094,46.24410594,69.10274529,15.15933193,11.58847606
11,111,7,11156,10,28,1028,1011,2811,102811,101,281,10281,74,7,1611.17328,23.62750826,2.091658012,85.88258947,44.90457133,70.50477756,16.49435864,12.15467309
11,111,7,11156,44,8,448,4411,811,44811,441,81,4481,75,7,1605.58136,25.48022586,2.332309526,84.58140064,46.87719906,66.80465107,16.6327197,12.90593891
11,111,7,11156,89,91,8991,8911,9111,899111,891,911,89911,76,7,1602.20712,23.84427335,2.042720615,87.24653884,44.25144265,71.32817536,16.32161395,12.39195185
11,111,7,11156,83,55,8355,8311,5511,835511,831,551,83551,77,7,1606.42496,25.17754655,2.116087334,85.32602394,46.79782425,70.2750756,16.01700822,12.18713328
11,111,7,11156,53,58,5358,5311,5811,535811,531,581,53581,78,7,1493.66752,25.25378738,2.293569079,84.89886271,45.85147864,68.03155443,16.3425669,12.24112522
11,111,7,11156,16,37,1637,1611,3711,163711,161,371,16371,79,7,1807.45824,24.64612349,2.104051928,87.12968751,44.02698504,71.37026527,16.54217371,11.48103254
11,111,7,11156,18,47,1847,1811,4711,184711,181,471,18471,80,7,1617.9452,25.4759649,2.2402374,86.62006699,46.21912125,70.56357853,16.28669897,13.13191035
11,111,7,11157,22,61,2261,2211,6111,226111,221,611,22611,81,7,1925.97576,26.73238856,2.506680222,83.02548538,48.50062851,64.34818997,15.62152519,10.53818957
11,111,7,11157,41,40,4140,4111,4011,414011,411,401,41401,82,7,1384.97112,24.06543988,2.11447273,87.63557199,44.77462421,71.47387317,16.95070576,13.60894384
11,111,7,11157,24,47,2447,2411,4711,244711,241,471,24471,83,7,1451.26072,24.37855983,2.150792767,85.94126266,45.11254364,69.85381314,16.26959376,13.06324638
11,111,7,11157,21,45,2145,2111,4511,214511,211,451,21451,84,7,1582.982,24.9002961,2.091188823,85.43017589,45.5677906,70.5016576,15.98707389,12.07230878
11,111,7,11157,55,10,5510,5511,1011,551011,551,101,55101,85,7,1560.03664,24.3510685,2.331438638,86.01415092,44.16167109,70.84645709,17.03030967,13.96213168
11,111,7,11157,65,7,657,6511,711,65711,651,71,6571,86,7,1906.57152,24.66786982,2.279893929,86.00092295,45.58827164,69.78205031,16.09543936,11.04746691
11,111,7,11157,87,73,8773,8711,7311,877311,871,731,87731,87,7,1682.73328,23.94252126,2.191112075,87.28107665,43.72297089,70.04294991,16.40017432,12.80969321
11,111,7,11158,37,53,3753,3711,5311,375311,371,531,37531,89,7,1668.2016,25.10956898,2.134813105,85.28705403,45.84576605,69.19882023,16.55162252,10.36235902
11,111,7,11158,78,9,789,7811,911,78911,781,91,7891,90,7,1517.9456,23.76004771,2.063488229,88.02644438,43.70785656,71.75806798,16.73857384,12.751077
11,111,7,11158,11,77,1177,1111,7711,117711,111,771,11771,91,7,1664.7216,24.20999229,2.124868364,86.84202422,43.9044975,71.28139556,16.55638607,12.10159287
11,111,7,11158,96,98,9698,9611,9811,969811,961,981,96981,92,7,1358.24592,23.79276307,2.201289667,85.8547014,44.23913155,69.59672443,16.18783479,12.47937692
11,111,7,11158,29,70,2970,2911,7011,297011,291,701,29701,93,7,1485.68864,24.81525911,2.307424816,85.62783473,45.92089172,68.09149591,16.12846399,12.33472715
11,111,7,11158,60,87,6087,6011,8711,608711,601,871,60871,94,7,1634.10584,25.00582889,2.408069966,85.25320171,46.80551536,67.74220729,16.12995185,11.04600966
11,111,7,11158,38,14,3814,3811,1411,381411,381,141,38141,95,7,1647.6732,23.33899275,2.10884086,86.82242326,43.6644978,71.83470597,16.25665479,10.88436227
11,111,7,11158,37,26,3726,3711,2611,372611,371,261,37261,96,7,1779.31376,26.17848392,2.40268407,83.45451515,48.62967938,65.90020791,15.91129109,10.92795725
11,111,11,11159,49,77,4977,4911,7711,497711,491,771,49771,97,7,1580.2588,23.61042995,2.122331852,86.53784133,44.00376043,70.0930755,16.59605059,12.89151612
11,111,11,11159,1,43,143,111,4311,14311,11,431,1431,98,7,1593.16328,24.34187082,2.19876267,85.82126308,45.1104442,69.33586273,16.24474782,12.58227518
11,111,11,11159,92,94,9294,9211,9411,929411,921,941,92941,99,7,1633.71896,26.29568033,2.277251207,84.01476596,47.59247085,67.72797792,16.10384278,10.28289352
11,111,11,11159,55,45,5545,5511,4511,554511,551,451,55451,100,7,1490.87952,24.72764819,2.164001222,85.78097106,45.42660981,70.40832308,16.65131848,11.22175807
11,111,11,11159,44,1,441,4411,111,44111,441,11,4411,101,7,1390.8384,23.86050329,2.121986331,86.43139531,44.35385061,70.92885297,16.5552471,12.24840729
11,111,11,11159,80,81,8081,8011,8111,808111,801,811,80811,102,7,1401.09736,23.418448,2.071689801,87.16773226,44.18415646,72.5482282,17.03986312,12.35415249
11,111,11,11159,19,65,1965,1911,6511,196511,191,651,19651,103,7,1612.0788,27.2355158,2.467105768,82.82228802,49.00979414,66.56536154,15.65067457,11.08151064
11,111,11,11159,32,64,3264,3211,6411,326411,321,641,32641,104,7,1448.85256,24.49412725,2.179464472,86.03534841,45.19434835,70.48671871,16.50758046,11.55219235
11,111,8,11160,47,68,4768,4711,6811,476811,471,681,47681,105,7,1709.7164,24.9123889,2.202463212,86.62456665,45.63691754,71.03480401,16.17791354,10.98740176
11,111,8,11160,42,26,4226,4211,2611,422611,421,261,42261,106,7,1481.93824,24.56914475,2.259494827,86.1704275,45.35860399,69.40899159,16.10798782,11.69563479
11,111,8,11160,8,14,814,811,1411,81411,81,141,8141,107,7,1522.17168,24.68806849,2.225025982,85.8861054,45.39119585,70.13447985,16.42488232,10.68524958
11,111,8,11160,12,4,124,1211,411,12411,121,41,1241,108,7,1640.29872,24.97533261,2.288586384,85.24880834,46.85426696,67.6439915,18.20610469,9.626691588
11,111,8,11160,23,60,2360,2311,6011,236011,231,601,23601,109,7,1636.74736,24.92374257,2.164252473,86.19619823,45.03031711,71.09740862,16.79294521,11.64665664
11,111,8,11160,38,14,3814,3811,1411,381411,381,141,38141,110,7,1714.03944,23.44632029,2.075252057,87.33575534,44.86449394,71.38862057,16.51505246,11.10611569
11,111,8,11160,96,99,9699,9611,9911,969911,961,991,96991,111,7,1457.28064,25.54373624,2.405906134,85.18856479,46.23805058,68.73396373,15.7881979,11.88010994
11,111,8,11160,14,36,1436,1411,3611,143611,141,361,14361,112,7,1716.61248,24.80129437,2.211990334,86.1470787,45.89489427,69.5779492,16.45856841,11.71376551
11,111,13,11161,83,3,833,8311,311,83311,831,31,8331,113,7,1673.93992,24.97818096,2.243443719,85.89877551,45.72153205,69.92315562,15.8970229,12.85195048
11,111,13,11161,18,3,183,1811,311,18311,181,31,1831,114,7,1716.72128,25.48124396,2.332885521,85.79610253,45.80143877,69.11618226,16.06299422,11.50156048
11,111,13,11161,57,73,5773,5711,7311,577311,571,731,57731,115,7,1653.27088,23.36421581,2.034693645,87.80343968,43.35292138,71.7190995,16.31753918,12.66281939
11,111,13,11161,68,3,683,6811,311,68311,681,31,6831,116,7,1822.00632,25.35155923,2.271764046,85.9557208,45.22642407,69.32852407,16.54106006,11.44775082
11,111,13,11161,89,90,8990,8911,9011,899011,891,901,89901,117,7,1758.83872,23.45745483,2.035035656,87.93945494,42.69038161,70.65193332,16.04232399,13.3361215
11,111,13,11161,34,62,3462,3411,6211,346211,341,621,34621,118,7,1736.94736,25.36605835,2.290808968,85.61365343,45.72108881,67.84487467,15.53279583,12.37855884
11,111,13,11161,74,59,7459,7411,5911,745911,741,591,74591,119,7,1846.12168,23.60540846,2.052228936,87.85302624,43.02043823,71.51413885,16.11010942,12.9694293
11,111,13,11161,90,102,90102,9011,10211,9010211,901,1021,901021,120,7,1981.12112,25.09039949,2.291351945,85.80422522,44.63822221,68.59983749,15.15849901,13.89022526
11,111,13,11162,63,36,6336,6311,3611,633611,631,361,63361,121,7,1754.6224,25.09360503,2.126580572,87.14151487,44.87776377,70.19591623,15.78425946,11.82544865
11,111,13,11162,68,60,6860,6811,6011,686011,681,601,68601,122,7,1699.6568,24.63489257,2.179864267,86.47035956,45.40382599,69.57040087,15.11279024,11.96118054
11,111,13,11162,13,71,1371,1311,7111,137111,131,711,13711,123,7,1712.85216,24.51976978,2.175127266,86.37643703,45.08148241,69.30194936,16.21903197,12.59920903
11,111,13,11162,12,84,1284,1211,8411,128411,121,841,12841,124,7,1574.0792,23.69084814,2.092945283,87.4802117,44.64834359,70.15550376,16.61254668,12.26605819
11,111,13,11162,27,63,2763,2711,6311,276311,271,631,27631,125,7,1773.23248,25.80947759,2.289977793,85.67644246,46.29262202,69.84030346,16.22916294,11.51209872
11,111,13,11162,70,77,7077,7011,7711,707711,701,771,70771,126,7,1681.73152,23.9637311,2.254336556,86.11611473,44.17158266,69.88117128,15.71583819,13.29438947
11,111,13,11162,52,36,5236,5211,3611,523611,521,361,52361,127,7,1771.61312,24.34838392,2.337019529,86.01043743,44.74283496,69.18335215,16.21082131,13.01175777
11,111,13,11162,5,66,566,511,6611,56611,51,661,5661,128,7,1755.62208,25.00740344,2.210337159,85.90195016,45.59526747,69.93800076,15.73873801,12.05536596
11,111,11,11163,63,59,6359,6311,5911,635911,631,591,63591,129,7,1752.3888,25.75159517,2.23414972,84.65287977,46.84901569,69.56132826,15.76583713,11.18800049
11,111,11,11163,69,28,6928,6911,2811,692811,691,281,69281,130,7,1655.50128,23.7011251,2.0750817,86.95994331,43.89879103,71.17297793,16.38955799,12.16568283
11,111,11,11163,31,4,314,3111,411,31411,311,41,3141,131,7,1634.68816,25.15297972,2.116538558,85.41399216,45.59798112,70.21859416,15.8557584,12.08788565
11,111,11,11163,34,85,3485,3411,8511,348511,341,851,34851,132,7,1609.282,24.90849025,2.145337035,84.88342263,45.5605603,69.21131459,16.60866523,12.56603972
11,111,11,11163,37,53,3753,3711,5311,375311,371,531,37531,133,7,1595.412,24.65592149,2.030305544,85.83543782,44.81620108,70.84894261,16.03698225,12.58583841
11,111,11,11163,6,42,642,611,4211,64211,61,421,6421,134,7,1546.9284,24.6498013,2.039628704,86.52448019,44.94203737,70.86369471,16.71977108,12.11833499
11,111,11,11163,8,9,89,811,911,8911,81,91,891,135,7,1653.28936,24.9360468,2.054258094,85.82821738,45.18134298,70.42246012,16.12398814,13.31592643
11,111,11,11163,70,76,7076,7011,7611,707611,701,761,70761,136,7,1575.54448,24.66061918,2.098675155,86.20690884,44.79341533,70.04517054,16.36720202,12.75085839
11,111,12,11164,36,66,3666,3611,6611,366611,361,661,36661,137,7,1644.9888,24.65113574,2.046004088,87.03206592,44.88825351,70.73233392,16.35234423,14.45805544
11,111,12,11164,91,103,91103,9111,10311,9110311,911,1031,911031,138,7,1635.592,24.07573056,2.007019823,86.73910977,44.93152942,70.92055404,15.77128766,13.2494931
11,111,12,11164,55,79,5579,5511,7911,557911,551,791,55791,139,7,1613.83408,24.48818497,2.014276967,86.98618402,44.19283554,70.80122442,15.58822358,13.37675725
11,111,12,11164,24,3,243,2411,311,24311,241,31,2431,140,7,1687.9544,22.38164353,1.849295394,87.94450795,43.70170913,71.99522052,15.78830882,11.85393952
11,111,12,11164,27,36,2736,2711,3611,273611,271,361,27361,141,7,1470.03632,23.10977765,1.977968675,88.21316362,43.61208232,72.77862166,16.92766186,12.96275046
11,111,12,11164,34,41,3441,3411,4111,344111,341,411,34411,142,7,1626.14168,23.88688931,1.926495622,87.88365338,44.17227291,72.12368554,15.80238346,13.53767247
11,111,12,11164,52,5,525,5211,511,52511,521,51,5251,143,7,1542.99792,25.3491746,2.026333495,86.95145832,45.83845682,71.2400937,15.90001763,13.41847381
11,111,12,11164,44,64,4464,4411,6411,446411,441,641,44641,144,7,1571.34448,25.06823407,1.87757582,87.06118204,45.58373667,71.44433556,15.10933983,13.13308026
11,112,1,1121,93,94,9394,9311,9411,939411,932,942,93942,1,2,1461.28,24.29610681,2.084015663,86.84904059,44.9318923,70.56375176,18.29247381,11.91712576
11,112,1,1121,45,69,4569,4511,6911,456911,452,692,45692,2,2,1438.77656,24.47150596,2.078232595,86.25716108,46.0613682,70.90605729,17.29134569,12.27569668
11,112,1,1121,84,4,844,8411,411,84411,842,42,8442,3,2,1584.79968,24.9747323,2.123652253,86.03192884,45.85794777,69.95936133,17.33352251,11.82788661
11,112,1,1121,10,79,1079,1011,7911,107911,102,792,10792,4,2,1579.43808,23.8479761,2.006724943,87.04659049,44.47992508,71.15192936,17.52476741,12.64626426
11,112,1,1121,30,67,3067,3011,6711,306711,302,672,30672,5,2,1532.64696,24.30274941,1.963406302,87.28013235,45.11974929,71.61610056,17.93905819,12.27847409
11,112,1,1121,6,16,616,611,1611,61611,62,162,6162,6,2,1745.64456,24.31538326,2.007724552,86.51873863,44.53144884,70.18783904,17.09683403,11.87896772
11,112,1,1121,23,71,2371,2311,7111,237111,232,712,23712,7,2,1665.00728,24.86083834,2.083799893,86.07563048,45.95308172,69.5089739,17.77222541,10.49311492
11,112,1,1121,81,69,8169,8111,6911,816911,812,692,81692,8,2,1460.33856,23.7128684,1.924696424,87.53107377,44.50024447,71.91135262,17.83200152,11.99448745
11,112,4,1122,53,11,5311,5311,1111,531111,532,112,53112,9,2,1735.71848,24.13886193,2.06589185,87.12327351,45.75411018,70.82961297,15.89930514,10.71776359
11,112,4,1122,84,39,8439,8411,3911,843911,842,392,84392,10,2,1588.24152,23.60613253,2.060229871,86.16657426,44.99853062,69.80142764,15.90123063,12.50242576
11,112,4,1122,30,51,3051,3011,5111,305111,302,512,30512,11,2,1580.4816,22.85963456,2.082327865,86.14130574,45.30677999,70.33636907,15.95233821,10.77707851
11,112,4,1122,30,7,307,3011,711,30711,302,72,3072,12,2,1707.21168,24.51961677,1.864652932,87.42378362,44.7392092,71.96327166,16.33214071,12.19163934
11,112,4,1122,17,88,1788,1711,8811,178811,172,882,17882,13,2,1646.23296,24.22535114,1.92745638,86.30651315,44.91214081,71.18058989,16.41984756,12.17352507
11,112,4,1122,2,13,213,211,1311,21311,22,132,2132,14,2,1742.34792,24.35542916,1.958931104,86.42096537,45.6598258,70.98939213,16.63534883,11.41783487
11,112,4,1122,13,73,1373,1311,7311,137311,132,732,13732,15,2,1752.20032,23.64907216,1.777613439,87.74462164,44.45022396,72.61674656,16.61545704,13.48825484
11,112,5,1122,29,32,2932,2911,3211,293211,292,322,29322,16,2,1628.3576,24.26047103,2.051340652,86.22868788,45.33798257,70.16049799,15.12606942,12.77464732
11,112,5,1123,59,31,5931,5911,3111,593111,592,312,59312,17,2,1744.39664,23.67464621,2.094127495,86.18686987,44.92688502,70.97149034,15.32232326,12.29369078
11,112,5,1123,74,36,7436,7411,3611,743611,742,362,74362,18,2,1916.72912,25.00589177,2.092226557,84.79904331,46.09233011,68.28641807,14.88493047,13.8124692
11,112,5,1123,91,103,91103,9111,10311,9110311,912,1032,911032,19,2,1715.21408,24.11708791,1.991986365,86.28377441,44.36063827,70.33700693,16.04264292,14.62260238
11,112,5,1123,97,98,9798,9711,9811,979811,972,982,97982,20,2,1628.06432,24.04664584,2.018045855,87.37375217,42.76735576,71.34970659,15.08364245,15.42931644
11,112,5,1123,15,68,1568,1511,6811,156811,152,682,15682,21,2,1721.97776,24.22818327,1.948054332,87.40682099,43.33094403,70.85028942,15.34373168,15.85115623
11,112,5,1123,63,36,6336,6311,3611,633611,632,362,63362,22,2,1851.11392,24.34780873,1.981912806,87.38125742,44.14952108,71.93645393,15.52807299,16.02132106
11,112,5,1123,15,46,1546,1511,4611,154611,152,462,15462,23,2,1548.06544,23.68387681,1.900473408,88.12596534,43.24129968,73.51316607,16.29138708,14.54529693
11,112,5,1123,28,79,2879,2811,7911,287911,282,792,28792,24,2,1811.0584,24.76824863,2.150715002,85.55254586,45.07338898,69.54689381,15.19510808,14.95095063
11,112,5,1124,81,28,8128,8111,2811,812811,812,282,81282,25,2,1727.7176,24.72008224,2.066313468,86.56728556,45.3526778,70.46945258,14.1393207,14.15859521
11,112,5,1124,59,12,5912,5911,1211,591211,592,122,59122,26,2,1806.21968,25.06052998,2.051628329,86.16349071,44.73387813,70.07298731,14.47613983,13.63485873
11,112,5,1124,104,92,10492,10411,9211,1049211,1042,922,104922,27,2,1857.05168,25.85180043,2.168154201,85.34343826,47.00948167,68.30259957,14.76812573,15.1136302
11,112,5,1124,82,49,8249,8211,4911,824911,822,492,82492,28,2,1680.3104,24.24989344,1.809151222,87.64775324,43.75362277,73.33088591,14.89335653,15.01599908
11,112,5,1124,47,2,472,4711,211,47211,472,22,4722,29,2,1743.62768,25.96858149,2.035444577,85.48342667,45.38884272,69.3286853,14.60488699,16.02969549
11,112,6,1124,58,11,5811,5811,1111,581111,582,112,58112,30,2,1558.02328,24.4422502,1.934043212,85.64437875,44.77065728,70.71091903,15.68814698,13.17105007
11,112,6,1124,12,84,1284,1211,8411,128411,122,842,12842,31,2,1569.57872,24.39757313,1.908203909,86.62510787,45.17589557,72.48659782,14.8789256,12.99004782
11,112,6,1124,104,91,10491,10411,9111,1049111,1042,912,104912,32,2,1616.20504,24.92990397,2.050540572,85.28261535,45.40592804,70.80652586,15.03124235,14.38921291
11,112,2,1125,76,21,7621,7611,2111,762111,762,212,76212,33,2,1748.48288,24.35068617,1.971431835,86.64527951,44.95426674,71.05798173,17.99496718,9.667676286
11,112,2,1125,2,87,287,211,8711,28711,22,872,2872,34,2,1637.9884,24.41949559,2.195033853,85.75569266,45.72767913,68.82171111,17.57035306,11.29380683
11,112,2,1125,104,101,104101,10411,10111,10410111,1042,1012,1041012,35,2,1558.52432,25.05658318,2.189505631,84.96160074,45.82481364,68.2163975,17.59218618,9.705230509
11,112,2,1125,89,92,8992,8911,9211,899211,892,922,89922,36,2,1885.1844,25.09777203,2.124816602,85.90269125,45.74945616,69.17683232,17.03050716,9.443313635
11,112,2,1125,50,80,5080,5011,8011,508011,502,802,50802,37,2,1619.87936,23.2360811,1.936899755,87.28607184,43.39450723,71.11976861,17.90282998,12.15841966
11,112,2,1125,79,86,7986,7911,8611,798611,792,862,79862,38,2,1755.7344,24.68395199,2.025297392,86.22742629,45.2971372,70.20311929,17.32970819,10.34867394
11,112,2,1125,24,3,243,2411,311,24311,242,32,2432,39,2,1651.00352,24.09793433,2.055559285,86.64139554,45.22798045,70.76202175,17.15159266,10.78250386
